ID,Project and Test Series,,,,,,Facility and Equipment,,,,,,,,,,,Event   ,,,,,Scaling Quantities,,,,,Description of Soil Layers,,,,Layer 1 Soil Properties,,,,,,,,,,,Layer 2 Soil Properties,,,,,,,,,,,Layer 3 Soil Properties,,,,,,,,,,,Footing Properties,,,,,,,,,,,,Superstructural Properties,,,,,,Bearing Area Properties,,,,,System Properties,,,,,,,Input Loading Protocol Properties,,,,,,Data,,,,Results - Rotation,,,,Results-Sliding,,Results - Settlement and Moment,,,,,,Miscelanneous,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
92,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin1_SC_Event7_0.2V,21-Feb-08,1,4,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,4.28,6.7,0,0,0,0,0,1.24,2.25,18337.89,SDOF,LJD01_SD.JPG,Aluminium,12.12,630598.64,6186.17,224.59,3636,9999,9999,LJD01_BearingMoment.pdf,16.19,7777,1.81,0.07,21913000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.16,200,LJD01_Spin1_SC_Event7_LP_0.2V.pdf,LJD01_Spin1_SC_Event7_LP_0.2V.txt,LJD01_Spin1_SC_Event7_0.2V.pdf,LJD01_Spin1_SC_Event7_0.2V.txt,M=V*Height+P*Delta,0.02378,0.07,0.45,0.0124,2.378,0.2537,-1.639,0.302,Average footing settlement at zero shear load,0.97,-1.64,0.3,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
93,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin2_MC_Event5_0.2V,22-Feb-08,1,1,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,6.24,9.76,0,0,0,0,0,1.24,2.25,54177.16,SDOF,LJD01_MD.jpg,Aluminium,12.12,736482.74,7224.9,132.72,3934,9999,9999,LJD01_BearingMoment.pdf,29.64,7777,1.24,0.03,42720000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.19,200,LJD01_Spin2_MC_Event5_LP_0.2V.pdf,LJD01_Spin2_MC_Event5_LP_0.2V.txt,LJD01_Spin2_MC_Event5_0.2V.pdf,LJD01_Spin2_MC_Event5_0.2V.txt,M=V*Height+P*Delta,0.01067,0.05,0.05,0.00059,0.0897,0.06422,0.0686,0.0686,Average footing settlement at zero shear load,0.9,0.07,0.07,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
94,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin2_MC_Event6_0.4V,22-Feb-08,1,2,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,6.24,9.76,0,0,0,0,0,1.24,2.25,54177.16,SDOF,LJD01_MD.jpg,Aluminium,12.12,736482.74,7224.9,132.72,3934,9999,9999,LJD01_BearingMoment.pdf,29.64,7777,1.24,0.03,42720000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.27,200,LJD01_Spin2_MC_Event6_LP_0.4V.pdf,LJD01_Spin2_MC_Event6_LP_0.4V.txt,LJD01_Spin2_MC_Event6_0.4V.pdf,LJD01_Spin2_MC_Event6_0.4V.txt,M=V*Height+P*Delta,0.02226,0.13,0.18,0.00092,0.1426,0.01671,0.1281,0.0595,Average footing settlement at zero shear load,0.92,0.13,0.05,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
95,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin2_MC_Event7_0.8V,22-Feb-08,1,3,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,6.24,9.76,0,0,0,0,0,1.24,2.25,54177.16,SDOF,LJD01_MD.jpg,Aluminium,12.12,736482.74,7224.9,132.72,3934,9999,9999,LJD01_BearingMoment.pdf,29.64,7777,1.24,0.03,42720000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.54,200,LJD01_Spin2_MC_Event7_LP_0.8V.pdf,LJD01_Spin2_MC_Event7_LP_0.8V.txt,LJD01_Spin2_MC_Event7_0.8V.pdf,LJD01_Spin2_MC_Event7_0.8V.txt,M=V*Height+P*Delta,0.04647,0.26,0.44,0.00126,1.068,0.8535,-0.239,-0.3671,Average footing settlement at zero shear load,0.93,-0.24,-0.38,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
96,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin2_MC_Event8_0.2V,22-Feb-08,1,4,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,6.24,9.76,0,0,0,0,0,1.24,2.25,54177.16,SDOF,LJD01_MD.jpg,Aluminium,12.12,736482.74,7224.9,132.72,3934,9999,9999,LJD01_BearingMoment.pdf,29.64,7777,1.24,0.03,42720000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.19,200,LJD01_Spin2_MC_Event8_LP_0.2V.pdf,LJD01_Spin2_MC_Event8_LP_0.2V.txt,LJD01_Spin2_MC_Event8_0.2V.pdf,LJD01_Spin2_MC_Event8_0.2V.txt,M=V*Height+P*Delta,0.01449,0.05,0.49,0.0044,0.02044,0.01849,0.00115,0.24015,Average footing settlement at zero shear load,0.91,0,0,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
97,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin3_LC_Event4_0.2V,25-Feb-08,1,1,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,7.79,12.2,0,0,0,0,0,1.24,2.25,96144.05,SDOF,LJD01_LC.jpg,Aluminium,12.12,854131.74,8379.03,96.86,4235,9999,9999,LJD01_BearingMoment.pdf,43.72,7777,0.99,0.02,63980000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.17,200,LJD01_Spin3_LC_Event4_LP_0.2V.pdf,LJD01_Spin3_LC_Event4_LP_0.2V.txt,LJD01_Spin3_LC_Event4_0.2V.pdf,LJD01_Spin3_LC_Event4_0.2V.txt,M=V*Height+P*Delta,0.01096,0.05,0.05,0.00002,1.754,0.08824,0.1646,0.1646,Average footing settlement at zero shear load,0.9,0.16,0.04,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
98,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin3_LC_Event5_0.4V,25-Feb-08,1,2,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,7.79,12.2,0,0,0,0,0,1.24,2.25,96144.05,SDOF,LJD01_LC.jpg,Aluminium,12.12,854131.74,8379.03,96.86,4235,9999,9999,LJD01_BearingMoment.pdf,43.72,7777,0.99,0.02,63980000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.31,200,LJD01_Spin3_LC_Event5_LP_0.4V.pdf,LJD01_Spin3_LC_Event5_LP_0.4V.txt,LJD01_Spin3_LC_Event5_0.4V.pdf,LJD01_Spin3_LC_Event5_0.4V.txt,M=V*Height+P*Delta,0.02279,0.12,0.17,0.00058,3.659,0.173,0.1452,-0.0194,Average footing settlement at zero shear load,0.98,0.15,-0.03,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
99,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin3_LC_Event6_0.8V,25-Feb-08,1,3,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,7.79,12.2,0,0,0,0,0,1.24,2.25,96144.05,SDOF,LJD01_LC.jpg,Aluminium,12.12,854131.74,8379.03,96.86,4235,9999,9999,LJD01_BearingMoment.pdf,43.72,7777,0.99,0.02,63980000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.63,200,LJD01_Spin3_LC_Event6_LP_0.8V.pdf,LJD01_Spin3_LC_Event6_LP_0.8V.txt,LJD01_Spin3_LC_Event6_0.8V.pdf,LJD01_Spin3_LC_Event6_0.8V.txt,M=V*Height+P*Delta,0.04408,0.25,0.43,0.00019,7.829,0.1428,-0.7998,-0.945,Average footing settlement at zero shear load,1.01,-0.8,-0.98,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
100,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin3_LC_Event7_0.2V,25-Feb-08,1,4,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,73,9999,5,0,0,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,7.79,12.2,0,0,0,0,0,1.24,2.25,96144.05,SDOF,LJD01_LC.jpg,Aluminium,12.12,854131.74,8379.03,96.86,4235,9999,9999,LJD01_BearingMoment.pdf,43.72,7777,0.99,0.02,63980000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.19,200,LJD01_Spin3_LC_Event7_LP_0.2V.pdf,LJD01_Spin3_LC_Event7_LP_0.2V.txt,LJD01_Spin3_LC_Event7_0.2V.pdf,LJD01_Spin3_LC_Event7_0.2V.txt,M=V*Height+P*Delta,0.01244,0.05,0.48,0.00265,2.132,0.5184,-0.558,0.2418,Average footing settlement at zero shear load,0.99,-0.56,0.14,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
101,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin4_SC_Event4_0.2V,28-Feb-08,1,1,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,44,9999,5,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,4.28,6.7,0,0,0,0,0,1.24,2.25,18241.82,SDOF,LJD01_SD.JPG,Aluminium,12.12,630598.64,6186.17,224.59,3616,9999,9999,LJD01_BearingMoment.pdf,16.1,7777,1.81,0.07,21913000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.17,200,LJD01_Spin4_SC_Event4_LP_0.2V.pdf,LJD01_Spin4_SC_Event4_LP_0.2V.txt,LJD01_Spin4_SC_Event4_0.2V.pdf,LJD01_Spin4_SC_Event4_0.2V.txt,M=V*Height+P*Delta,0.01847,0.06,0.06,0.00752,0.546,0.2982,0.5681,0.5681,Average footing settlement at zero shear load,0.74,0.57,0.3,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
102,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin4_SC_Event5_0.4V,28-Feb-08,1,2,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,44,9999,5,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,4.28,6.7,0,0,0,0,0,1.24,2.25,18241.82,SDOF,LJD01_SD.JPG,Aluminium,12.12,630598.64,6186.17,224.59,3616,9999,9999,LJD01_BearingMoment.pdf,16.1,7777,1.81,0.07,21913000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.32,200,LJD01_Spin4_SC_Event5_LP_0.4V.pdf,LJD01_Spin4_SC_Event5_LP_0.4V.txt,LJD01_Spin4_SC_Event5_0.4V.pdf,LJD01_Spin4_SC_Event5_0.4V.txt,M=V*Height+P*Delta,0.03263,0.13,0.19,0.01106,0.7896,0.4488,1.034,0.4659,Average footing settlement at zero shear load,0.84,1.03,0.44,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
103,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin4_SC_Event6_0.8V,28-Feb-08,1,3,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,44,9999,5,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,4.28,6.7,0,0,0,0,0,1.24,2.25,18241.82,SDOF,LJD01_SD.JPG,Aluminium,12.12,630598.64,6186.17,224.59,3616,9999,9999,LJD01_BearingMoment.pdf,16.1,7777,1.81,0.07,21913000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.6,200,LJD01_Spin4_SC_Event6_LP_0.8V.pdf,LJD01_Spin4_SC_Event6_LP_0.8V.txt,LJD01_Spin4_SC_Event6_0.8V.pdf,LJD01_Spin4_SC_Event6_0.8V.txt,M=V*Height+P*Delta,0.05929,0.26,0.45,0.01471,1.138,0.7705,1.689,0.655,Average footing settlement at zero shear load,0.88,1.69,0.62,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
104,"Deng, L. and Kutter B.L. 2012. Characterization of rocking shallow foundation using centrifuge model tests. Earthq. Eng. & Struct. Dyn., 41(5): 1043-1060.",B.L. Kutter,S.K. Kunnath,L. Deng,Caltrans,LJD01,"UC Davis, Center for Geotechnical Modeling, 9m radius centrifuge",Centrifuge,Rigid-wall container,1.75,0.9,0.59,Servo-hydraulic,1,Slow Cyclic disp controlled Lateral Loading,Pin and rail connection,LJD01_Connect_bet_act_and_struct.jpg,LJD01_Spin4_SC_Event7_0.2V,28-Feb-08,1,4,70.4,49,0.0204,0.0000085,0.0204,Prototype,8.97,0,1,None,Nevada sand,8.97,44,9999,5,0,0,0,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rectangle,Aluminium,4.28,6.7,0,0,0,0,0,1.24,2.25,18241.82,SDOF,LJD01_SD.JPG,Aluminium,12.12,630598.64,6186.17,224.59,3616,9999,9999,LJD01_BearingMoment.pdf,16.1,7777,1.81,0.07,21913000,7777,LJD01_BearingMoment.pdf,1D-H,4,3,0.17,200,LJD01_Spin4_SC_Event7_LP_0.2V.pdf,LJD01_Spin4_SC_Event7_LP_0.2V.txt,LJD01_Spin4_SC_Event7_0.2V.pdf,LJD01_Spin4_SC_Event7_0.2V.txt,M=V*Height+P*Delta,0.02579,0.06,0.51,0.01484,1.028,0.7412,1.903,0.214,Average footing settlement at zero shear load,0.66,1.9,0.19,LJD_Datareport.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups,No comment
105,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Monotonic Displacement-Controlled Lateral Loading,Pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF1,7-Apr-11,1,1,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,1,None,Longstone Sand,0.45,93,9999,3,7777,7777,7777,7777,1609,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Heavy_Structure.JPG,Steel,0.424,100.5,0.986,43.8,214.7,9999,100.6,P2011SQF1_Report.pdf,4.9,7777,3.07,0.274,53.7,7777,P2011SQF1_Report.pdf,1D Lateral Loading,1,7777,7777,7777,P2011SQF1_Load_Protocol.pdf,P2011SQF1_Load_Protocol.txt,P2011SQF1.pdf,P2011SQF1-01.txt,M=V*Height,0.102,7777,7777,7777,0.074,7777,7777,7777,N/A,1,7777,7777,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
106,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF2,20-May-11,14,1,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,1,None,Longstone Sand,0.45,93,9999,3,7777,7777,7777,7777,1609,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Heavy_Structure.JPG,Steel,0.424,100.5,0.986,43.8,214.7,9999,100.6,P2011SQF1_Report.pdf,4.9,7777,3.07,0.274,53.7,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0019,20,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-01.txt,P2011SQF2.pdf,P2011SQF2-01.txt,M=V*Height,0.003,0.004,0.004,0.0019,0.0046,0.0028,0.3,0.3,At the point of zero shear,0.52,0.305,0.305,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
107,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF2,20-May-11,14,2,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,1,None,Longstone Sand,0.45,93,9999,3,7777,7777,7777,7777,1609,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Heavy_Structure.JPG,Steel,0.424,100.5,0.986,43.8,214.7,9999,100.6,P2011SQF1_Report.pdf,4.9,7777,3.07,0.274,53.7,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0038,40,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-02.txt,P2011SQF2.pdf,P2011SQF2-02.txt,M=V*Height,0.0068,0.012,0.016,0.0041,0.0109,0.0063,0.76,0.46,At the point of zero shear,0.76,0.765,0.46,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
