ID,Project and Test Series,,,,,,Facility and Equipment,,,,,,,,,,,Event   ,,,,,Scaling Quantities,,,,,Description of Soil Layers,,,,Layer 1 Soil Properties,,,,,,,,,,,Layer 2 Soil Properties,,,,,,,,,,,Layer 3 Soil Properties,,,,,,,,,,,Footing Properties,,,,,,,,,,,,Superstructural Properties,,,,,,Bearing Area Properties,,,,,System Properties,,,,,,,Input Loading Protocol Properties,,,,,,Data,,,,Results - Rotation,,,,Results-Sliding,,Results - Settlement and Moment,,,,,,Miscelanneous,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
229,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF19,5-May-11,5,3,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,1,None,Longstone Sand,0.45,45,9999,3,7777,7777,7777,7777,1448,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,75.6,9999,26.4,P2011SQF1_Report.pdf,4.9,7777,3.07,0.372,16.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,5,5,0.015,110,P2011SQF_Load_Protocol_3.pdf,P2011SQF_Load_Protocol_3-03.txt,P2011SQF19.pdf,P2011SQF19-03.txt,M=V*Height,0.0348,0.319,0.742,0.0151,0.0571,0.0303,10.46,2.25,At the point of zero shear,1.5,10.456,2.25,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
230,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF19,5-May-11,5,4,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,1,None,Longstone Sand,0.45,45,9999,3,7777,7777,7777,7777,1448,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,75.6,9999,26.4,P2011SQF1_Report.pdf,4.9,7777,3.07,0.372,16.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,5,3,0.0225,160,P2011SQF_Load_Protocol_3.pdf,P2011SQF_Load_Protocol_3-04.txt,P2011SQF19.pdf,P2011SQF19-04.txt,M=V*Height,0.052,0.295,1.037,0.0253,0.0856,0.0563,12.05,1.6,At the point of zero shear,1.57,12.051,1.595,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
231,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF19,5-May-11,5,5,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,1,None,Longstone Sand,0.45,45,9999,3,7777,7777,7777,7777,1448,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,75.6,9999,26.4,P2011SQF1_Report.pdf,4.9,7777,3.07,0.372,16.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,5,3,0.0413,160,P2011SQF_Load_Protocol_3.pdf,P2011SQF_Load_Protocol_3-05.txt,P2011SQF19.pdf,P2011SQF19-05.txt,M=V*Height,0.0909,0.49,1.527,0.0584,8888,8888,13.93,1.88,At the point of zero shear,1.69,13.931,1.88,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
232,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Monotonic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF20,30-May-11,1,1,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,1,7777,7777,7777,P2011SQF20_Load_Protocol.pdf,P2011SQF20_Load_Protocol.txt,P2011SQF20.pdf,P2011SQF20-01.txt,M=V*Height,0.157,7777,7777,7777,0.2502,7777,7777,7777,N/A,1.02,7777,7777,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
233,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,1,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0019,20,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-01.txt,P2011SQF21.pdf,P2011SQF21-01.txt,M=V*Height,0.0033,0.005,0.005,0.0015,0.0045,0.0018,0.28,0.28,At the point of zero shear,0.64,0.285,0.285,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
234,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,2,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0038,40,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-02.txt,P2011SQF21.pdf,P2011SQF21-02.txt,M=V*Height,0.0074,0.013,0.017,0.003,0.011,0.004,0.62,0.33,At the point of zero shear,0.86,0.619,0.335,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
235,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,3,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0056,60,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-03.txt,P2011SQF21.pdf,P2011SQF21-03.txt,M=V*Height,0.0117,0.021,0.039,0.004,0.0187,0.0067,0.91,0.29,At the point of zero shear,0.95,0.905,0.286,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
236,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,4,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0075,80,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-04.txt,P2011SQF21.pdf,P2011SQF21-04.txt,M=V*Height,0.0162,0.03,0.069,0.0049,0.0274,0.0082,1.16,0.26,At the point of zero shear,1,1.162,0.257,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
237,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,5,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0094,100,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-05.txt,P2011SQF21.pdf,P2011SQF21-05.txt,M=V*Height,0.0204,0.039,0.108,0.006,0.0357,0.0104,1.42,0.26,At the point of zero shear,1.01,1.418,0.256,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
238,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,6,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0113,120,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-06.txt,P2011SQF21.pdf,P2011SQF21-06.txt,M=V*Height,0.0249,0.048,0.156,0.0072,0.0448,0.0123,1.65,0.23,At the point of zero shear,1.03,1.645,0.227,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
239,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,7,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0131,140,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-07.txt,P2011SQF21.pdf,P2011SQF21-07.txt,M=V*Height,0.0293,0.057,0.212,0.0084,0.0519,0.0145,1.86,0.21,At the point of zero shear,1.04,1.856,0.21,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
240,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,8,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.015,160,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-08.txt,P2011SQF21.pdf,P2011SQF21-08.txt,M=V*Height,0.034,0.066,0.278,0.0099,0.0586,0.0175,2.11,0.26,At the point of zero shear,1.09,2.111,0.255,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
241,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,9,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0169,180,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-09.txt,P2011SQF21.pdf,P2011SQF21-09.txt,M=V*Height,0.0384,0.075,0.353,0.0118,0.0667,0.0212,2.33,0.22,At the point of zero shear,1.08,2.331,0.22,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
242,"Anastasopoulos, I., Kourkoulis, R., Gelagoti, F., and Papadopoulos, E. (2012). ""Rocking Response of SDOF Systems on Shallow Improved Sand: An Experimental Study."" Soil Dynam. Earthquake Eng. 40, 15",G. Gazetas,I. Anastasopoulos,"A. Tsatsis, P. Kokkali, E. Papadopoulos",ERC,P2011SQF,"Laboratory of Soil Mechanics, NTUA, Athens, Greece",Small-Scale 1g ,Rigid Soil Container,1.48,0.78,0.65,Servomotor,1,Slow-Cyclic Displacement-Controlled Lateral Loading,pinned connection free to move in the vertical direction,P2011SQF_Connection.jpg,P2011SQF21,4-May-11,14,10,7777,1,0.05,0.000125,0.2236,Model,0.45,7777,2,None,Longstone Sand,0.3,45,9999,3,7777,7777,7777,7777,1448,7777,0,0.15,93,7777,7777,7777,7777,7777,7777,1,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,7777,Square,Aluminium,0.15,0.15,7777,7777,7777,0,0,0.02,0,0,SDOF,P2011SQF_Light_Structure.JPG,Steel,0.356,35.3,0.347,15.4,151.1,9999,69.8,P2011SQF1_Report.pdf,9.8,7777,3.07,0.066,24.3,7777,P2011SQF1_Report.pdf,1D Lateral Loading,14,1,0.0188,200,P2011SQF_Load_Protocol_1.pdf,P2011SQF_Load_Protocol_1-10.txt,P2011SQF21.pdf,P2011SQF21-10.txt,M=V*Height,0.0427,0.083,0.437,0.0136,0.0743,0.0246,2.54,0.21,At the point of zero shear,1.09,2.539,0.208,P2011SQF2_Report.pdf,http://ssi.civil.ntua.gr/?page_id=413,(a) Foundation moment capacity (M_c_foot) is experimentally computed from static monotonic pushover tests. (b) Critical contact area ratio (A /A_c) is back-calculated from M_c_foot using statics equations (Gajan and Kutter 2008). (c) Average bearing pressure (q_ult_crit) at the critical contact area (A_c) is back-calculated based on A_c and the total vertical load (P_st).
