1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,,,
2,Sorting Info,,,Test Series Info,,,,,,,,,,,,,Event Info,,,,,,,,,,,,Soil Profile Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Structural Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocking System Properties,,,,,,,,,,,,,Ground Motion Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance Results,,,,,,,,,,,,,,,,,,,,,,,,,,,Miscellaneous,,Report(s),,,,Data,,,,"Photos, Videos, etc.",Drawings/Diagrams,Information,,,,,,,,,,
3,Title,Experiment or Case ID,Event No,Project Data Citation,Project Title,PI,Co-PIs,Sponsor,Test Researchers,Test Site,Test Type,Equipment,Container,L_con,B_con,H_con,Event Date,Test Day,Struct,ESN,Initial Conditions,A*,L*,T*,M*,RPM,g-field,Units Scale,H_soil,D_wat,Saturation Fluid,Soil Layers No,Soil Modification,Mat_L1,H_L1,Dr_L1,Dr_stdev_L1,Su_L1_t,Su_L1_m,Su_L1_b,Su_stdev_L1_m,rho_L1,w_L1,Mat_L2,H_L2,Dr_L2,Dr_stdev_L2,Su_L2_t,Su_L2_m,Su_L2_b,Su_stdev_L2_m,rho_L2,w_L2,Mat_L3,H_L3,Dr_L3,Dr_stdev_L3,Su_L3_t,Su_L3_m,Su_L3_b,Su_stdev_L3_m,rho_L3,w_L3,Struct_Type,Shape_f,Mat_f,L,B,B_min,t_w,t_fl,MAR,Skew_Angle,D,t,m_f,I_f,h_cf,m_o,h_co,Mat_c,H_c,m_c,I_c,h_cc,m_d,I_d,h_cd,m_s,I_s,h_cs,P_st,q,T_0,M/(VL),FS_va,FS_ve,A/A_c0a,A/A_ca,A/A_ce,M_cfa,M_cfe,M_cc,C_r,C_y,T_1a,T_1e,Shaking DOFs,Motion Name,Earthquake Event,Recording Station,AF,Motion Modification/Comment,PGA_B,PGV_B,PGD_B,Tp_B,Tm_B,Tbd_B,Td_B,a_rms_B,Ia_B,cIa_B,CAV5_B,cCAV5_B,PGA_S,PGV_S,PGD_S,Tp_S,Tm_S,Tbd_S,Td_S,a_rms_S,Ia_S,cIa_S,CAV5_S,cCAV5_S,pkDR,ipkDR,resDR,iresDR,DR Ref. Point,pkRot,ipkRot,resRot,iresRot,cRot,ccRot,pkSlid,ipkSlid,resSlid,iresSlid,resSet,iresSet,resSet_FF,iresSet_FF,maxP,minP,maxM,minM_cf,maxV,Force Demands Filter,T_1e_be,T_1e_ae,Ref. Event ID,Project Website,Critical Plot,System Properties Calculation Sources,References,Comments,Critical Data,Baseline Corrected Motions,Response Spectra,Supplemental Data,Structure and Test Photos,Structure and Test Drawings,Experiment Start Date,Experiment End Date,Source,Keywords,Latitude,Longitude,Compiled By,Compiled On,,,
4,,,,,,,,,,,,,,m,m,m,yyyy-mm-dd,,,,,,,,,,,,m,m,,,,,m,%,%,kPa,kPa,kPa,kPa,kg/m3,%,,m,%,%,kPa,kPa,kPa,kPa,kg/m3,%,,m,%,%,kPa,kPa,kPa,kPa,kg/m3,%,,,,m,m,m,m,m,%,deg,m,m,kg,kg-m2,m,kg,m,,m,kg,kg-m2,m,kg,kg-m2,m,kg,kg-m2,m,kN,kPa,s,,,,,,,kN-m,kN-m,kN-m,,,s,s,,,,,,,g,cm/s,cm,s,s,s,s,g,m/s,m/s,g-s,g-s,g,cm/s,cm,s,s,s,s,g,m/s,m/s,g-s,g-s,%,%,%,%,,rad,rad,rad,rad,rad,rad,%,%,%,%,%,%,%,%,,,,,,,s,s,,,,,,,,,,,,,yyyy-mm-dd,yyyy-mm-dd,,,decimal deg.,decimal deg.,,yyyy-mm-dd,,,
5,"Title of the project, group of experiments, simulations or surveys.","ID assigned by the source to the sample, specimen, case, survey, site, experiment or simulation: [Test ID]-[Test Day]-[Struct]-[ESN].",Sequential database event number.,"Citation(s) that users must also cite, when heavily using this project data.",The title of the project.,The Principal Investigator of the project.,The Co-Principal Investigator(s) of the project.,Sponsor(s)/funding source(s) of the project.,Non-PI researchers of the test.,Name of the facility that the test was conducted at.,"Categorization of the test (e.g., centrifuge, small-scale 1g).",Description of experimental equipment.,Facility name for the container used.,Inner dimension of the model container along x-axis.,Inner dimension of the model container along y-axis.,Inner height of the model container.,Date of the event.,Test day number.,Database name of the structure in the event.,Event Sequence Number: the n-th motion in the shaking sequence of the test day.,"Description of initial conditions at the start of the test day relevant to the event (e.g., new model, local repair of damaged soil and reinstallation of the structure on level ground without tilting).","Acceleration scale factor: model acceleration over prototype acceleration. For centrifuge testing, it should be reported at the base of the footing.",Length scale factor: model length/displacement over prototype length/displacement.,Dynamic time scale factor: model time over prototype time.,Mass scale factor: model mass over prototype mass.,Revolutions per minute of the centrifuge bucket during the event.,Whether constant or variable g-field has been considered in the scaling and processing of the data.,"Whether dimensional quantities are reported in prototype or model scale. For prototype scale, all quantities are consistently converted from model scale based on the provided scaling laws; for model scale, all quantities are reported as actual dimensions of the test without scaling, unless otherwise noted.",Initial total thickness of the soil profile.,Initial average depth of water table below (+) or above (-) the soil surface.,"Description of pore fluid, and viscosity if other than water.",Number of distinct constructed soil layers.,"Description of ground modification (e.g., piles, DSM, rigid inclusions).",Material type of layer 1.,Initial thickness of layer 1.,"Initial average relative density of layer 1, if it consists of sand.","Estimate of standard deviation of relative density of layer 1, if it consists of sand.","Undrained shear strength at the top of layer 1, if it consists of saturated clay.","Undrained shear strength at the middle of layer 1, if it consists of saturated clay.","Undrained shear strength at the bottom of layer 1, if it consists of saturated clay.","Estimate of standard deviation of undrained shear strength at the middle of layer 1, if it consists of saturated clay.",Initial average total density of layer 1.,Initial average water content of layer 1.,Material type of layer 2.,Initial thickness of layer 2.,"Initial average relative density of layer 2, if it consists of sand.","Estimate of standard deviation of relative density of layer 2, if it consists of sand.","Undrained shear strength at the top of layer 2, if it consists of saturated clay.","Undrained shear strength at the middle of layer 2, if it consists of saturated clay.","Undrained shear strength at the bottom of layer 2, if it consists of saturated clay.","Estimate of standard deviation of undrained shear strength at the middle of layer 2, if it consists of saturated clay.",Initial average total density of layer 2.,Initial average water content of layer 2.,Material type of layer 3.,Initial thickness of layer 3.,"Initial average relative density of layer 3, if it consists of sand.","Estimate of standard deviation of relative density of layer 3, if it consists of sand.","Undrained shear strength at the top of layer 3, if it consists of saturated clay.","Undrained shear strength at the middle of layer 3, if it consists of saturated clay.","Undrained shear strength at the bottom of layer 3, if it consists of saturated clay.","Estimate of standard deviation of undrained shear strength at the middle of layer 3, if it consists of saturated clay.",Initial average total density of layer 3.,Initial average water content of layer 3.,Idealized type of structure with respect to mass distribution and column/wall stiffness and strength.,"Description of footing shape (e.g., rectangular, circular, I-shaped).","Description of footing material (e.g., steel, reinforced concrete).","Footing length, measured along x-axis.","Footing width, measured along y-axis.","Minimum footing width, measured along y-axis; only for trapezoidal footings.",Thickness of the footing web; only for C- and I-shaped footings.,Thickness of the footing flange; only for C- and I-shaped footings.,"Missing plan area of a footing to become a complete rectangle, divided by the area of the circumscribed rectangle (MAR = 0% for rectangular and circular footings).","Initial angle between the footing length and x-axis, defined as (+) for footing rotation about an upward vertical axis following the right-hand rule.","Initial footing embedment depth, measured from the soil surface to the bottom of the footing.",Footing thickness.,Structural footing mass.,Mass moment of inertia of the structural footing about its centroidal y-axis.,Height of the center of mass of the structural footing above the base of the footing.,Footing overburden mass: any mass on top of the structural footing other than the superstructure.,Height of the center of mass of the footing overburden above the base of the footing.,Description of column/wall material.,Clear column height between footing and deck fixity (or total superstructure height for non-footing-column-deck structures).,Mass of column (or mass of superstructure for non-footing-column-deck structures).,Mass moment of inertia of the column about its centroidal y-axis (or respective mass moment of inertia of the superstructure for non-footing-column-deck structures).,Height of the center of mass of the column above the base of the footing (or respective height of the superstructure for non-footing-column-deck structures).,Mass of deck (not applicable for non-footing-column-deck structures).,Mass moment of inertia of the deck about its centroidal y-axis (not applicable for non-footing-column-deck structures).,Height of the center of mass of the deck above the base of the footing (not applicable for non-footing-column-deck structures).,Mass of structure.,Mass moment of inertia of the structure about its centroidal y-axis.,Height of the center of mass of the structure above the base of the footing.,Total static axial load at the base of the footing.,"Bearing pressure of the footing, defined as P_st divided by the plan footing area.",Experimentally determined or analytically calculated elastic fixed-base fundamental period of the structure for response in the xz-plane.,"Normalized moment-to-shear ratio at the base centroid of the footing, estimated as h_cs/L for essentially-rigid structures or as h_cd/L for flexible-column bridge pier structures.",Analytically/empirically calculated initial static factor of safety of the foundation with respect to vertical concentric loading.,Experimentally determined initial static factor of safety of the foundation with respect to vertical concentric loading.,Analytically/empirically calculated initial foundation critical contact area ratio neglecting shear effect: ratio between the plan footing area and the minimum contact area required to support the vertical load during rocking.,Analytically/empirically calculated initial foundation critical contact area ratio including shear effect: ratio between the plan footing area and the minimum contact area required to support the vertical and shear loads during rocking.,Experimentally determined initial foundation critical contact area ratio: ratio between the plan footing area and the contact area corresponding to full mobilization of the foundation moment capacity during rocking.,Analytically/empirically calculated initial moment capacity of the foundation about the base centroid of the footing.,"Experimentally determined (i.e., from monotonic or slow-cyclic pushover testing) initial moment capacity of the foundation about the base centroid of the footing.",Experimentally determined or analytically calculated nominal moment capacity of the column.,Initial foundation-rocking base shear coefficient: the ratio of the lateral force to the seismic weight of the structure required to mobilize the foundation moment capacity. C_r is estimated as M_cfa/(m_s·g·h_cs) for essentially-rigid structures or as M_cfa/[(m_d+0.5·m_c)·g·h_cd] for flexible-column bridge pier structures.,Column-hinging base shear coefficient: the ratio of the lateral force to the seismic weight of the superstructure required to mobilize the column nominal moment capacity. C_y is estimated similarly to C_r but with only the structural components located above the column hinge being considered.,Analytically/empirically calculated initial flexible-base fundamental period of the rocking system.,Experimentally determined initial flexible-base fundamental period of the rocking system.,"Shake table degrees of freedom used in the event: 1D, 2D-H (two-dimensional horizontal), 2D-V (one horizontal and one vertical) or 3D.",Facility name for the motion used.,Year and location of the corresponding earthquake.,Recording station and azimuth of the x-axis input base motion.,"Amplitude scaling factor applied to the x-axis input base motion if historical, or target peak absolute acceleration if artificial.","Modification of the x-axis input base motion (e.g., filtering, superposition with pulse), or other comments.",Peak absolute acceleration of the base motion.,Peak absolute velocity of the base motion.,Peak absolute displacement of the base motion.,Predominant period of the base motion: the period at the peak of the 5%-damped linear acceleration response spectrum.,"Mean period of the base motion: average of the discrete Fourier transform periods, weighted by the squares of the corresponding Fourier amplitudes (only harmonics with corresponding prototype periods between 0.02 and 4 seconds are considered).",Bracketed duration of the base motion: the time difference between the last and first exceedance of a 0.05g threshold acceleration.,Strong shaking duration of the base motion: the time difference between the 95% and 5% Arias intensity (Ia_B).,Root-mean-square acceleration of the base motion: square root of the mean square acceleration during the strong shaking duration (Td_B).,"Arias intensity of the base motion: integral of the square of the acceleration time series over the entire duration, normalized by 2g/π.",Cumulative Ia_B up to and including the event.,Cumulative absolute velocity of the base motion: integral of the absolute acceleration time series over the entire duration with a 0.005g threshold acceleration.,Cumulative CAV5_B up to and including the event.,Peak absolute acceleration of the surface motion.,Peak absolute velocity of the surface motion.,Peak absolute displacement of the surface motion.,Predominant period of the surface motion: the period at the peak of the 5%-damped linear acceleration response spectrum.,"Mean period of the surface motion: average of the discrete Fourier transform periods, weighted by the squares of the corresponding Fourier amplitudes (only harmonics with corresponding prototype periods between 0.02 and 4 seconds are considered).",Bracketed duration of the surface motion: the time difference between the last and first exceedance of a 0.05g threshold acceleration.,Strong shaking duration of the surface motion: the time difference between the 95% and 5% Arias intensity (Ia_S).,Root-mean-square acceleration of the surface motion: square root of the mean square acceleration during the strong shaking duration (Td_S).,"Arias intensity of the surface motion: integral of the square of the acceleration time series over the entire duration, normalized by 2g/π.",Cumulative Ia_S up to and including the event.,Cumulative absolute velocity of the surface motion: integral of the absolute acceleration time series over the entire duration with a 0.005g threshold acceleration.,Cumulative CAV5_S up to and including the event.,Peak drift ratio of the center of mass of the deck (or of the structure) relative to the free-field soil with respect to the initial geometry.,Incremental peak drift ratio of the center of mass of the deck (or of the structure) relative to the free-field soil with respect to the before-event geometry.,Residual drift ratio of the center of mass of the deck (or of the structure) relative to the free-field soil at the end of the event with respect to the initial geometry.,Incremental residual drift ratio of the center of mass of the deck (or of the structure) relative to the free-field soil at the end of the event with respect to the before-event geometry.,Reference point of the structure used to compute drift ratio.,Peak footing rotation with respect to the initial geometry.,Incremental peak footing rotation with respect to the before-event geometry.,Residual footing rotation at the end of the event with respect to the initial geometry.,Incremental residual footing rotation at the end of the event with respect to the before-event geometry.,"Cumulative footing rotation for the specific event: the sum of the absolute values of the local maxima and minima of the rotation time series (offset to start from a zero value and high-pass filtered to remove residual), if the difference between two neighboring local peaks is greater than 2 mrad.",Cumulative cRot up to and including the event.,Peak sliding of the base centroid of the footing relative to the free-field soil with respect to the initial geometry; value is normalized by the footing length.,Incremental peak sliding of the base centroid of the footing relative to the free-field soil with respect to the before-event geometry; value is normalized by the footing length.,Residual sliding of the base centroid of the footing relative to the free-field soil at the end of the event with respect to the initial geometry; value is normalized by the footing length.,Incremental residual sliding of the base centroid of the footing relative to the free-field soil at the end of the event with respect to the before-event geometry; value is normalized by the footing length.,Residual total settlement (+) or uplift (-) of the base centroid of the footing at the end of the event with respect to the initial geometry; value is normalized by the footing length.,Incremental residual total settlement (+) or uplift (-) of the base centroid of the footing at the end of the event with respect to the before-event geometry; value is normalized by the footing length.,Residual settlement (+) or heave (-) of the free-field soil surface at the end of the event with respect to the initial geometry; value is normalized by the footing length.,Incremental residual settlement (+) or heave (-) of the free-field soil surface at the end of the event with respect to the before-event geometry; value is normalized by the footing length.,"Maximum axial load demand at the base centroid of the footing, normalized by P_st.","Minimum axial load demand at the base centroid of the footing, normalized by P_st.","Maximum absolute moment demand at the base centroid of the footing, normalized by 0.5∙P_st∙L.","Minimum absolute moment capacity of the foundation due to transiently reduced axial load, normalized by 0.5∙P_st∙L. If the moment capacity is not mobilized for the specific event, set minM_cf = maxM.","Maximum absolute shear load demand at the base centroid of the footing, normalized by P_st.","Description of filter (type, order, and corner frequency) used for removing unimportant high-frequency components when calculating maxP, minP, maxM, minM_cf and maxV.",Flexible-base fundamental period of the rocking system measured experimentally before the specific event.,Flexible-base fundamental period of the rocking system measured experimentally after the specific event.,Identification used in the provided references for the specific event.,Link to the project website.,"Image of critical excitation, foundation, and structure response plots.",Source(s) to the experimental and/or analytical/empirical procedures used for calculation of the rocking system properties.,"Reference(s)/source(s) of data specific to the test series (e.g., data report).",Short document with important comments not covered previously.,Tab-delimited text file containing the time series of selected critical excitation and response parameters.,Tab-delimited text file containing the pad-stripped baseline-corrected time series of the soil base and surface motions.,Tab-delimited text file containing the 5%-damped linear response spectra for the soil base and surface motions.,Tab-delimited text file containing the as-recorded time series of selected individual sensors (optional).,Photo(s) of the model structure and test setup (optional).,Drawing(s) of the model structure and test setup (optional).,Date when the experiment started.,Date when the experiment ended.,Name(s) of the person(s) who recorded the data.,,"Latitude of the location where data were collected, if applicable.","Longitude of the location where data were collected, if applicable.",Name(s) of the person(s) who compiled the data. Compiling refers to organizing the data into a dataset as opposed to recording the data during the experiment.,Date when the dataset was compiled.,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SSG03,SSG03-1-SHW-3,1,"Gajan, S. and Kutter, B. L. (2008). ""Capacity, settlement, and energy dissipation of shallow footings subjected to rocking."" Journal of Geotechnical and Geoenvironmental Engineering, 134(8), 1129-1141.",Performance of Shallow Foundations,B. L. Kutter,"G. R. Martin, T. C. Hutchinson","NSF, PEER","S. Gajan, J. D. Phalen","Center for Geotechnical Modeling, University of California, Davis, CA",Centrifuge,9-m radius centrifuge with 1D shaker,Rigid Container 1,1.75,0.9,0.53,2002-11-18,1,SHW,3,New model,20,0.05,0.05,0.000125,45.5,Constant,Prototype,4,7777,7777,1,WD40 oil solution was added to the sand adjacent to the footing; modification aimed at preventing backfill sand from raveling under the footing during rocking.,Nevada Sand,4,80,4,7777,7777,7777,7777,1657,0,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,Distributed-mass rigid elastic shear wall model (footing-wall),Rectangle,Aluminum,2.8,0.65,7777,7777,7777,0,0,0.7,0.65,3200,2200,0.325,0,7777,Steel,9.5,54800,385000,5.26,7777,7777,7777,58000,460800,4.98,569,313,0.06,1.78,7.2,9999,7.1,6.3,8888,670,9999,Elastic,0.237,Elastic,0.535,9999,1D,Sine 1.2 Hz,N/A,N/A,0.12g,Tapered cosine wave with 12 cycles of increasing amplitude,0.128,9.2,1.28,0.729,0.667,3.74,4.94,0.043,0.158,0.158,0.221,0.221,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.492,0.492,0.106,0.106,Centroid of structure,0.00425,0.00425,0.00094,0.00094,0.0268,0.0268,0.141,0.141,0.022,0.022,0.49,0.49,8888,8888,8888,8888,0.498,8888,0.135,Low-pass filtered at 10 Hz,8888,8888,"SSG03_07_a (Dissertation), Event ssg03_35 - Station H (Report)",N/A,SSG03-1-SHW-3-CriticalPlot.pdf,SSG03-AnalyticalSystemProps.pdf,"SSG03-Report.pdf, Gajan_Dissertation.pdf",SSG03-Comments.pdf,SSG03-1-SHW-3-CriticalData.txt,SSG03-1-SHW-3-BaselineCorMotions.txt,SSG03-1-SHW-3-ResponseSpectra.txt,N/R,,,2002-11-18,2002-11-18,"S. Gajan, J. D. Phalen, B. L. Kutter","centrifuge, dry sand, strip embedded footing, rigid shear wall",38.526393,-121.785078,"S. Gajan, A. G. Gavras",2018-08-21,,,
8,SSG03,SSG03-1-SHW-4,2,"Gajan, S. and Kutter, B. L. (2008). ""Capacity, settlement, and energy dissipation of shallow footings subjected to rocking."" Journal of Geotechnical and Geoenvironmental Engineering, 134(8), 1129-1141.",Performance of Shallow Foundations,B. L. Kutter,"G. R. Martin, T. C. Hutchinson","NSF, PEER","S. Gajan, J. D. Phalen","Center for Geotechnical Modeling, University of California, Davis, CA",Centrifuge,9-m radius centrifuge with 1D shaker,Rigid Container 1,1.75,0.9,0.53,2002-11-18,1,SHW,4,New model,20,0.05,0.05,0.000125,45.5,Constant,Prototype,4,7777,7777,1,WD40 oil solution was added to the sand adjacent to the footing; modification aimed at preventing backfill sand from raveling under the footing during rocking.,Nevada Sand,4,80,4,7777,7777,7777,7777,1657,0,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,Distributed-mass rigid elastic shear wall model (footing-wall),Rectangle,Aluminum,2.8,0.65,7777,7777,7777,0,0,0.7,0.65,3200,2200,0.325,0,7777,Steel,9.5,54800,385000,5.26,7777,7777,7777,58000,460800,4.98,569,313,0.06,1.78,7.2,9999,7.1,6.3,8888,670,9999,Elastic,0.237,Elastic,0.535,9999,1D,Sine 1.2 Hz,N/A,N/A,0.55g,Tapered cosine wave with 12 cycles of increasing amplitude,0.49,38,5.55,0.735,0.622,8.42,5.77,0.186,3.413,3.571,1.019,1.24,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2.181,2.075,1.506,1.4,Centroid of structure,0.0219,0.02096,0.01582,0.01488,0.1303,0.1571,-0.496,-0.517,-0.135,-0.157,3.028,2.538,8888,8888,8888,8888,0.662,8888,0.175,Low-pass filtered at 10 Hz,8888,8888,"SSG03_07_b (Dissertation), Event ssg03_36 - Station H (Report)",N/A,SSG03-1-SHW-4-CriticalPlot.pdf,SSG03-AnalyticalSystemProps.pdf,"SSG03-Report.pdf, Gajan_Dissertation.pdf",SSG03-Comments.pdf,SSG03-1-SHW-4-CriticalData.txt,SSG03-1-SHW-4-BaselineCorMotions.txt,SSG03-1-SHW-4-ResponseSpectra.txt,N/R,,,2002-11-18,2002-11-18,"S. Gajan, J. D. Phalen, B. L. Kutter","centrifuge, dry sand, strip embedded footing, rigid shear wall",38.526393,-121.785078,"S. Gajan, A. G. Gavras",2018-08-21,,,
9,SSG03,SSG03-1-SHW-5,3,"Gajan, S. and Kutter, B. L. (2008). ""Capacity, settlement, and energy dissipation of shallow footings subjected to rocking."" Journal of Geotechnical and Geoenvironmental Engineering, 134(8), 1129-1141.",Performance of Shallow Foundations,B. L. Kutter,"G. R. Martin, T. C. Hutchinson","NSF, PEER","S. Gajan, J. D. Phalen","Center for Geotechnical Modeling, University of California, Davis, CA",Centrifuge,9-m radius centrifuge with 1D shaker,Rigid Container 1,1.75,0.9,0.53,2002-11-18,1,SHW,5,New model,20,0.05,0.05,0.000125,45.5,Constant,Prototype,4,7777,7777,1,WD40 oil solution was added to the sand adjacent to the footing; modification aimed at preventing backfill sand from raveling under the footing during rocking.,Nevada Sand,4,80,4,7777,7777,7777,7777,1657,0,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,Distributed-mass rigid elastic shear wall model (footing-wall),Rectangle,Aluminum,2.8,0.65,7777,7777,7777,0,0,0.7,0.65,3200,2200,0.325,0,7777,Steel,9.5,54800,385000,5.26,7777,7777,7777,58000,460800,4.98,569,313,0.06,1.78,7.2,9999,7.1,6.3,8888,670,9999,Elastic,0.237,Elastic,0.535,9999,1D,Sine 1.2 Hz,N/A,N/A,0.9g,Tapered cosine wave with 12 cycles of increasing amplitude,0.983,56.3,8.05,0.734,0.589,8.51,5.31,0.298,8.032,11.603,1.463,2.703,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5.765,4.259,5.345,3.839,Centroid of structure,0.0579,0.04207,0.05366,0.03784,0.1781,0.3352,-0.883,0.846,-0.033,0.102,6.101,3.074,8888,8888,8888,8888,0.76,8888,0.202,Low-pass filtered at 10 Hz,8888,8888,"SSG03_07_c (Dissertation), Event ssg03_37 - Station H (Report)",N/A,SSG03-1-SHW-5-CriticalPlot.pdf,SSG03-AnalyticalSystemProps.pdf,"SSG03-Report.pdf, Gajan_Dissertation.pdf",SSG03-Comments.pdf,SSG03-1-SHW-5-CriticalData.txt,SSG03-1-SHW-5-BaselineCorMotions.txt,SSG03-1-SHW-5-ResponseSpectra.txt,N/R,,,2002-11-18,2002-11-18,"S. Gajan, J. D. Phalen, B. L. Kutter","centrifuge, dry sand, strip embedded footing, rigid shear wall",38.526393,-121.785078,"S. Gajan, A. G. Gavras",2018-08-21,,,
10,SSG03,SSG03-1-DSW-3,4,"Gajan, S. and Kutter, B. L. (2008). ""Capacity, settlement, and energy dissipation of shallow footings subjected to rocking."" Journal of Geotechnical and Geoenvironmental Engineering, 134(8), 1129-1141.",Performance of Shallow Foundations,B. L. Kutter,"G. R. Martin, T. C. Hutchinson","NSF, PEER","S. Gajan, J. D. Phalen","Center for Geotechnical Modeling, University of California, Davis, CA",Centrifuge,9-m radius centrifuge with 1D shaker,Rigid Container 1,1.75,0.9,0.53,2002-11-18,1,DSW,3,New model,20,0.05,0.05,0.000125,45.5,Constant,Prototype,4,7777,7777,1,WD40 oil solution was added to the sand adjacent to the footing; modification aimed at preventing backfill sand from raveling under the footing during rocking.,Nevada Sand,4,80,4,7777,7777,7777,7777,1657,0,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,N/A,7777,7777,7777,7777,7777,7777,7777,7777,7777,Distributed-mass rigid elastic shear wall model (parallel footings/walls connected with mid-height slab),Rectangle,Aluminum,2.8,0.65,7777,7777,7777,0,0,0.7,0.65,3200,2200,0.325,0,7777,Aluminum,9.5,33600,143200,5.76,7777,7777,7777,36800,231700,5.29,361,198,0.05,1.89,11.5,9999,10,9,8888,449,8888,Elastic,0.235,Elastic,0.552,8888,1D,Sine 1.2 Hz,N/A,N/A,0.12g,Tapered cosine wave with 12 cycles of increasing amplitude,0.128,9.2,1.28,0.729,0.667,3.74,4.94,0.043,0.158,0.158,0.221,0.221,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.575,0.575,0.003,0.003,Centroid of structure,0.00513,0.00513,0.00063,0.00063,0.0254,0.0254,-0.277,-0.277,-0.114,-0.114,0.478,0.478,8888,8888,8888,8888,0.614,8888,0.18,Low-pass filtered at 10 Hz,8888,8888,"SSG03_08_a (Dissertation), Event ssg03_35 - Station I (Report)",N/A,SSG03-1-DSW-3-CriticalPlot.pdf,SSG03-AnalyticalSystemProps.pdf,"SSG03-Report.pdf, Gajan_Dissertation.pdf",SSG03-Comments.pdf,SSG03-1-DSW-3-CriticalData.txt,SSG03-1-DSW-3-BaselineCorMotions.txt,SSG03-1-DSW-3-ResponseSpectra.txt,N/R,SSG03-DSW-StructPhoto.jpg,,2002-11-18,2002-11-18,"S. Gajan, J. D. Phalen, B. L. Kutter","centrifuge, dry sand, strip embedded footing, rigid shear wall",38.526393,-121.785078,"S. Gajan, A. G. Gavras",2018-08-21,,,
