column number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
units,1,text,text,text,text,1,cSt,m,text,m,1,text,m,1,text,m,1,text,m,1,text,m,m,m,m,m,m,kg,kg,kg,kg,m,kPa,s,text,text,1,Hz,RPM,g,cm/s,g-s,g-s,m/s,m/s/s,s,g-s,m/s,g,g,g,g,1,cm/s,g-s,g-s,m/s,m/s/s,g-s,g-s,m/s,mm,mm,rad,rad,text,url,text,text,text,text,text,1,text
Column Name,Event No ,Event Id,Researcher,Test,Struct,Nscale,Visc  ,Water  ,Mat L1,H L1 ,Dr L1,Mat L2,H L2 ,Dr L2,Mat L3,H L3 ,Dr_L3,Mat_L4,H_L4 ,Dr_L4,Curvedsurf,W ,L ,T ,H ,H_Cm ,H_Cd  ,M_Struct  ,M_Deck ,M_Col  ,M_Foot ,Embed ,Q ,T_Fb ,Modification,Motion,Amp,IF ,RPM,PBA,PBV,CAV5  ,CAVstd ,Ia_s ,SIR ,cCAV5 ,cCAVstd  ,cIa ,PGA_s 1  ,PGA_s 2  ,PGA_s 3  ,PGA_s 4  ,Acc No,PGV_s ,CAV5_s,CAVstd_s  ,Ia_s ,SIR_s  ,cCAV5_s ,cCAVstd_s  ,cIa_s  ,Set  ,cSet  ,Rot  ,cRot ,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments
,294,T4.5-50-05-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326627,164611,21063,140953,0.7,65,,none,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,1.6,5.3,0.00052,0.00046,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,295,T4.5-50-05-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326694,164678,20198,141818,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,1.9,2.1,-0.00029,0.00118,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,296,T4.5-50-05-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,324148,164545,20148,139456,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,1,6.5,-0.0001,-0.00018,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,297,T4.5-50-05-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,321736,162033,19982,139722,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,2.3,9.4,-0.00022,0.00077,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,298,T4.5-50-05-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702,637050,195324,193328,1.4,186,,"Adjacent Structure, Attached Piles",Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,0.3,3,N/A,N/A,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,299,T4.5-50-05-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,325014,164162,21080,139772,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,0.9,4.4,-0.00002,-0.00038,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,300,T4.5-50-05-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534,636551,195491,194492,1.4,186,,Adjacent Structure,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,0.5,6.4,0.00003,-0.00026,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,301,T4.5-50-05-FF,JDZ01,T4.5-50,FF,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,0.9,4000,,0,0.69,0,0,0,0,0.07,0.01,0.02,0.02,0.01,0.02,0.01,3,0.87,0.01,0,0.01,0,0.19,0.08,0.12,4.4,9,N/A - FF,N/A - FF,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-05-BMA.dat,T4.5-50-05-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,
,302,T4.5-50-06-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326627,164611,21063,140953,0.7,65,,none,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.3,5,-0.00005,0.00041,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,303,T4.5-50-06-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326694,164678,20198,141818,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,0.3,2.5,-0.00021,0.00096,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,304,T4.5-50-06-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,324148,164545,20148,139456,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.1,6.4,0.00009,-0.00009,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,305,T4.5-50-06-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,321736,162033,19982,139722,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.8,8.5,0.00008,0.00084,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,306,T4.5-50-06-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702,637050,195324,193328,1.4,186,,"Adjacent Structure, Attached Piles",Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.2,2.7,N/A,N/A,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,307,T4.5-50-06-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,325014,164162,21080,139772,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.3,4.1,0.00004,-0.00035,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,308,T4.5-50-06-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534,636551,195491,194492,1.4,186,,Adjacent Structure,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.3,6.1,0,-0.00026,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,309,T4.5-50-06-FF,JDZ01,T4.5-50,FF,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,0.9,4000,,0,0.57,0,0,0,0,0.07,0.01,0.03,0.01,0.01,0.02,0.01,3,0.86,0.01,0,0.01,0,0.2,0.08,0.13,-0.5,8.5,N/A - FF,N/A - FF,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-06-BMA.dat,T4.5-50-06-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,
,310,T4.5-50-07-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326627,164611,21063,140953,0.7,65,,none,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,0.7,5.6,0.00025,0.00066,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,311,T4.5-50-07-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326694,164678,20198,141818,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,1.3,3.8,-0.00032,0.00064,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,312,T4.5-50-07-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,324148,164545,20148,139456,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,1.3,7.7,-0.00008,-0.00017,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,313,T4.5-50-07-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,321736,162033,19982,139722,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,1,9.5,0.00021,0.00105,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,314,T4.5-50-07-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702,637050,195324,193328,1.4,186,,"Adjacent Structure, Attached Piles",Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,0.2,2.9,N/A,N/A,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,315,T4.5-50-07-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,325014,164162,21080,139772,0.7,65,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,0.5,4.6,0.00001,-0.00034,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,316,T4.5-50-07-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534,636551,195491,194492,1.4,186,,Adjacent Structure,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,0.2,6.3,0,-0.00026,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,317,T4.5-50-07-FF,JDZ01,T4.5-50,FF,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,0.9,4000,,0.01,0.41,0,0,0,0,0.07,0.01,0.03,0.02,0.01,0.02,0.01,3,0.58,0.02,0,0.01,0,0.22,0.08,0.14,0.7,9.2,N/A - FF,N/A - FF,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-07-BMA.dat,T4.5-50-07-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",7,
,318,T4.5-50-08-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326627,164611,21063,140953,0.7,65,,none,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3,11.17,0.57,0.08,0.15,0,0.79,0.16,0.29,2,7.6,0,0.00066,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,
,319,T4.5-50-08-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,326694,164678,20198,141818,0.7,65,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3,11.17,0.57,0.08,0.15,0,0.79,0.16,0.29,3,6.8,-0.00033,0.00031,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,
,320,T4.5-50-08-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,324148,164545,20148,139456,0.7,65,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3,11.17,0.57,0.08,0.15,0,0.79,0.16,0.29,1,8.7,-0.00017,-0.00034,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,
,321,T4.5-50-08-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6,9,0.7,4.4,2.4,3.9,321736,162033,19982,139722,0.7,65,,Adjacent Structure,Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3,11.17,0.57,0.08,0.15,0,0.79,0.16,0.29,3.5,13,0.00057,0.00162,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,
,322,T4.5-50-08-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702,637050,195324,193328,1.4,186,,"Adjacent Structure, Attached Piles",Small Port Island,0.5,2750,,0.05,6.94,0.11,0.01,0.04,0,0.18,0.02,0.07,0.07,0.07,0.07,0.07,3,11.17,0.57,0.08,0.15,0,0.79,0.16,0.29,2,4.9,n/a,N/A,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-08-BMA.dat,T4.5-50-08-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,
