row_id,Event No,Event Id,Researcher,Test,Struct,Nscale,Visc,Water,Mat L1,H L1,Dr L1,Mat L2,H L2,Dr L2,Mat L3,H L3,Dr_L3,Mat_L4,H_L4,Dr_L4,Curvedsurf,W,L,T,H,H_Cm,H_Cd,M_Struct,M_Deck,M_Col,M_Foot,Embed,Q,T_Fb,Modification,Motion,Amp,IF,RPM,PBA,PBV,CAV5,CAVstd,Ia_s,SIR,cCAV5,cCAVstd,cIa,PGA_s 1,PGA_s 2,PGA_s 3,PGA_s 4,Acc No,PGV_s,CAV5_s,CAVstd_s,Ia_s_2,SIR_s,cCAV5_s,cCAVstd_s,cIa_s,Set,cSet,Rot,cRot,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments,PGA_surface_max,surface_to_base_pga_ratio,apparent_acceleration_benefit,high_cumulative_settlement,high_cumulative_rotation,observed_settlement_rotation_penalty,observed_false_safe_if_acceleration_only,baseline_always_flag,baseline_intensity_only,baseline_structure_only,risk_score,risk_ge_q_0.05,risk_ge_q_0.10,risk_ge_q_0.15,risk_ge_q_0.20,risk_ge_q_0.25,risk_ge_q_0.30,risk_ge_q_0.35,risk_ge_q_0.40,risk_ge_q_0.45,risk_ge_q_0.50,risk_ge_q_0.55,risk_ge_q_0.60,risk_ge_q_0.65,risk_ge_q_0.70,risk_ge_q_0.75,risk_ge_q_0.80,risk_ge_q_0.85,risk_ge_q_0.90,risk_ge_q_0.95,proposed_pre_response_guardrail
,136,T3.9-50-09-J_E,JDA01,T3.9-50,J_E,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,none,Step Wave,1.0,4000,76.6,0.01,0.63,0.0,0.0,0.0,0.0,2.14,1.74,4.55,,0.01,,,2.0,0.94,0.0,0.0,0,0.0,3.19,2.5,7.05,0.0,418.6,0.0,-0.0539,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.01,1.0,False,True,True,True,False,True,False,True,-1.9876938513754767,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,137,T3.9-50-09-J_CP,JDA01,T3.9-50,J_CP,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,Unattached Piles,Step Wave,1.0,4000,76.6,0.01,0.63,0.0,0.0,0.0,0.0,2.14,1.74,4.55,,0.01,,,2.0,0.94,0.0,0.0,0,0.0,3.19,2.5,7.05,0.0,159.5,0.0,0.03875,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.01,1.0,False,False,True,True,False,True,False,True,-1.9876938513754767,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,138,T3.9-50-09-J_PF,JDA01,T3.9-50,J_PF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,Unattached Piles,Step Wave,1.0,4000,76.6,0.01,0.63,0.0,0.0,0.0,0.0,2.14,1.74,4.55,,0.01,,,2.0,0.94,0.0,0.0,0,0.0,3.19,2.5,7.05,0.0,491.3,0.0,-0.00977,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.01,1.0,False,True,False,True,False,True,False,True,-1.9876938513754767,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,139,T3.9-50-09-FF_F,JDA01,T3.9-50,FF_F,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,,,,,,,,,,,,,,N/A - FF,Step Wave,1.0,4000,76.6,0.01,0.63,0.0,0.0,0.0,0.0,2.14,1.74,4.55,,0.01,,,2.0,0.94,0.0,0.0,0,0.0,3.19,2.5,7.05,0.0,203.4,,,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.01,1.0,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,140,T3.9-50-09-FF_C,JDA01,T3.9-50,FF_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,,,,,,,,,,,,,,N/A - FF,Step Wave,1.0,4000,76.6,0.01,0.63,0.0,0.0,0.0,0.0,2.14,1.74,4.55,,0.01,,,2.0,0.94,0.0,0.0,0,0.0,3.19,2.5,7.05,0.0,137.0,,,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-09-BMA.dat,T3.9-50-09-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",9,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.01,1.0,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,141,T3.9-50-10-J_SC,JDA01,T3.9-50,J_SC,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,0.0,179.0,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,44.8,654.1,-0.00108,-0.01798,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,True,True,True,False,True,False,False,-0.28060897155503556,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,142,T3.9-50-10-J_SF,JDA01,T3.9-50,J_SF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,0.0,179.0,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,60.9,705.2,-0.00167,-0.01896,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,True,True,True,False,True,False,False,-0.28060897155503556,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,143,T3.9-50-10-J_C,JDA01,T3.9-50,J_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,34.2,561.3,0.00075,0.00101,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,True,False,True,False,True,False,True,0.287964561129142,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
,144,T3.9-50-10-J_E,JDA01,T3.9-50,J_E,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,none,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,35.1,453.7,-0.00577,-0.05967,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,True,True,True,False,True,False,True,0.287964561129142,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
,145,T3.9-50-10-J_CP,JDA01,T3.9-50,J_CP,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,13.4,172.9,-8e-05,0.03867,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,False,True,True,False,True,False,True,0.287964561129142,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
,146,T3.9-50-10-J_PF,JDA01,T3.9-50,J_PF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,1.4,179.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,48.9,540.1,-0.0019,-0.01166,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,True,True,True,False,True,False,True,0.287964561129142,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
,147,T3.9-50-10-FF_F,JDA01,T3.9-50,FF_F,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,,,,,,,,,,,,,,N/A - FF,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,46.8,250.1,,,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,148,T3.9-50-10-FF_C,JDA01,T3.9-50,FF_C,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,,,,,,,,,,,,,,N/A - FF,Moderate Port Island,1.5,2750,76.6,0.17,21.57,0.35,0.25,0.33,0.05,2.49,1.99,4.88,,0.21,,,2.0,30.43,0.58,0.47,0.7,0.1,3.77,2.97,7.76,21.6,158.6,,,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-10-BMA.dat,T3.9-50-10-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.21,1.2352941176470587,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,149,T3.9-50-11-J_SC,JDA01,T3.9-50,J_SC,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Aquarium Gravel,2.8,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,0.0,179.0,0.87,none,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,,0.79,,,2.0,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,243.2,897.3,-0.01691,-0.03489,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.79,1.58,False,True,True,True,False,True,True,False,5.019199132452067,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
,150,T3.9-50-11-J_SF,JDA01,T3.9-50,J_SF,55,11,-0.7,Nevada Sand,16.8,0.8,Nevada Sand,3.9,0.5,Nevada Sand,2.8,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1031691.0,792943.0,28117.0,210631.0,0.0,179.0,0.87,none,Large Port Island,5.1,2750,76.3,0.5,47.69,1.23,1.08,3.21,0.46,3.72,3.07,8.09,,0.79,,,2.0,63.56,1.52,1.35,5.17,0.65,5.29,4.32,12.93,280.7,985.9,-0.01548,-0.03444,JDA01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T3.9-50-11-BMA.dat,T3.9-50-11-SMA.dat,"GHAN7, GHAN8",10.4231/D3C53F17M,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,The surface layer was split down the center of the container (in the shaking direction) with nevada sand and aquarium gravel as different surface layer materials,0.79,1.58,False,True,True,True,False,True,True,False,5.019199132452067,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
