eta,spectral_slope_n,damping_gain,period_factor,force_ratio_Rv,total_displacement_ratio_Rd,force_class,displacement_class
0.5,-1.2,0.05,1.224744871391589,0.7709851369883972,1.1564777054825959,beneficial,detrimental_or_neutral
0.6,-1.2,0.05,1.2649110640673518,0.7401294412793676,1.1842071060469883,beneficial,detrimental_or_neutral
0.7,-1.2,0.05,1.3038404810405297,0.7123541580360072,1.2110020686612122,beneficial,detrimental_or_neutral
0.8,-1.2,0.05,1.3416407864998738,0.6871897288548517,1.2369415119387333,beneficial,detrimental_or_neutral
0.9,-1.2,0.05,1.378404875209022,0.6642600784267075,1.2620941490107442,beneficial,detrimental_or_neutral
1.0,-1.2,0.05,1.4142135623730951,0.6432601065017859,1.2865202130035718,beneficial,detrimental_or_neutral
1.1,-1.2,0.05,1.449137674618944,0.6239394428278822,1.3102728299385527,beneficial,detrimental_or_neutral
1.2,-1.2,0.05,1.4832396974191326,0.6060905100488926,1.3333991221075638,beneficial,detrimental_or_neutral
1.3,-1.2,0.05,1.51657508881031,0.5895396100562109,1.355941103129285,beneficial,detrimental_or_neutral
1.4,-1.2,0.05,1.5491933384829668,0.5741401709641505,1.377936410313961,beneficial,detrimental_or_neutral
1.5,-1.2,0.05,1.5811388300841898,0.5597675634919989,1.399418908729997,beneficial,detrimental_or_neutral
1.6,-1.2,0.05,1.61245154965971,0.5463150742965948,1.4204191931711465,beneficial,detrimental_or_neutral
1.7,-1.2,0.05,1.6431676725154984,0.533690743770352,1.4409650081799503,beneficial,detrimental_or_neutral
1.8,-1.2,0.05,1.6733200530681511,0.5218148577784111,1.461081601779551,beneficial,detrimental_or_neutral
1.9,-1.2,0.05,1.70293863659264,0.510617939715901,1.4807920251761129,beneficial,detrimental_or_neutral
2.0,-1.2,0.05,1.7320508075688772,0.5000391293727271,1.5001173881181813,beneficial,detrimental_or_neutral
0.0,-1.0,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,-1.0,0.05,1.0488088481701516,0.949128668385385,1.0440415352239236,beneficial,detrimental_or_neutral
0.2,-1.0,0.05,1.0954451150103321,0.9052636714321496,1.0863164057185795,beneficial,detrimental_or_neutral
0.3,-1.0,0.05,1.140175425099138,0.8669381190842558,1.1270195548095325,beneficial,detrimental_or_neutral
0.4,-1.0,0.05,1.1832159566199232,0.8330806225181092,1.1663128715253528,beneficial,detrimental_or_neutral
0.5,-1.0,0.05,1.224744871391589,0.8028883045789307,1.204332456868396,beneficial,detrimental_or_neutral
0.6,-1.0,0.05,1.2649110640673518,0.7757462385100554,1.2411939816160888,beneficial,detrimental_or_neutral
0.7,-1.0,0.05,1.3038404810405297,0.7511745331946305,1.2769967064308718,beneficial,detrimental_or_neutral
0.8,-1.0,0.05,1.3416407864998738,0.7287925259999314,1.3118265467998764,beneficial,detrimental_or_neutral
0.9,-1.0,0.05,1.378404875209022,0.7082939178705641,1.3457584439540717,beneficial,detrimental_or_neutral
1.0,-1.0,0.05,1.4142135623730951,0.6894291116568838,1.3788582233137676,beneficial,detrimental_or_neutral
1.1,-1.0,0.05,1.449137674618944,0.6719924137405305,1.4111840688551143,beneficial,detrimental_or_neutral
1.2,-1.0,0.05,1.4832396974191326,0.6558125934869719,1.4427877056713383,beneficial,detrimental_or_neutral
1.3,-1.0,0.05,1.51657508881031,0.6407458078432975,1.473715358039584,beneficial,detrimental_or_neutral
1.4,-1.0,0.05,1.5491933384829668,0.6266702219905056,1.5040085327772135,beneficial,detrimental_or_neutral
1.5,-1.0,0.05,1.5811388300841898,0.6134818660726656,1.5337046651816642,beneficial,detrimental_or_neutral
1.6,-1.0,0.05,1.61245154965971,0.601091406086164,1.5628376558240265,beneficial,detrimental_or_neutral
1.7,-1.0,0.05,1.6431676725154984,0.589421599948975,1.5914383198622326,beneficial,detrimental_or_neutral
1.8,-1.0,0.05,1.6733200530681511,0.5784052734457512,1.6195347656481034,beneficial,detrimental_or_neutral
1.9,-1.0,0.05,1.70293863659264,0.5679836950823253,1.6471527157387433,beneficial,detrimental_or_neutral
2.0,-1.0,0.05,1.7320508075688772,0.5581052602166383,1.674315780649915,beneficial,detrimental_or_neutral
0.0,-0.8,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,-0.8,0.05,1.0488088481701516,0.9582180776440943,1.0540398854085038,beneficial,detrimental_or_neutral
0.2,-0.8,0.05,1.0954451150103321,0.9219199582350659,1.106303949882079,beneficial,detrimental_or_neutral
0.3,-0.8,0.05,1.140175425099138,0.8899844824055761,1.1569798271272491,beneficial,detrimental_or_neutral
0.4,-0.8,0.05,1.1832159566199232,0.8615883866057926,1.2062237412481096,beneficial,detrimental_or_neutral
0.5,-0.8,0.05,1.224744871391589,0.8361116170769074,1.254167425615361,beneficial,detrimental_or_neutral
0.6,-0.8,0.05,1.2649110640673518,0.8130770011287155,1.300923201805945,beneficial,detrimental_or_neutral
0.7,-0.8,0.05,1.3038404810405297,0.7921104593196595,1.3465877808434212,beneficial,detrimental_or_neutral
0.8,-0.8,0.05,1.3416407864998738,0.7729139765206645,1.3912451577371963,beneficial,detrimental_or_neutral
0.9,-0.8,0.05,1.378404875209022,0.755246763106188,1.4349688499017572,beneficial,detrimental_or_neutral
1.0,-0.8,0.05,1.4142135623730951,0.738911826173819,1.477823652347638,beneficial,detrimental_or_neutral
1.1,-0.8,0.05,1.449137674618944,0.7237462053659494,1.5198670312684937,beneficial,detrimental_or_neutral
1.2,-0.8,0.05,1.4832396974191326,0.709613746866641,1.5611502431066104,beneficial,detrimental_or_neutral
1.3,-0.8,0.05,1.51657508881031,0.6963996706338605,1.6017192424578792,beneficial,detrimental_or_neutral
1.4,-0.8,0.05,1.5491933384829668,0.6840064273331449,1.6416154255995477,beneficial,detrimental_or_neutral
1.5,-0.8,0.05,1.5811388300841898,0.672350497860492,1.68087624465123,beneficial,detrimental_or_neutral
1.6,-0.8,0.05,1.61245154965971,0.6613598918826207,1.7195357188948137,beneficial,detrimental_or_neutral
1.7,-0.8,0.05,1.6431676725154984,0.6509721716963186,1.7576248635800604,beneficial,detrimental_or_neutral
1.8,-0.8,0.05,1.6733200530681511,0.6411328756988406,1.7951720519567536,beneficial,detrimental_or_neutral
1.9,-0.8,0.05,1.70293863659264,0.6317942492558409,1.8322033228419385,beneficial,detrimental_or_neutral
2.0,-0.8,0.05,1.7320508075688772,0.6229142144780124,1.8687426434340373,beneficial,detrimental_or_neutral
0.0,-0.6,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,-0.6,0.05,1.0488088481701516,0.9673945323829625,1.0641339856212588,beneficial,detrimental_or_neutral
0.2,-0.6,0.05,1.0954451150103321,0.9388827103240817,1.1266592523888979,beneficial,detrimental_or_neutral
0.3,-0.6,0.05,1.140175425099138,0.9136435017523337,1.1877365522780339,beneficial,detrimental_or_neutral
0.4,-0.6,0.05,1.1832159566199232,0.8910716776608691,1.2475003487252168,beneficial,detrimental_or_neutral
0.5,-0.6,0.05,1.224744871391589,0.8707097017406302,1.3060645526109453,beneficial,detrimental_or_neutral
0.6,-0.6,0.05,1.2649110640673518,0.8522042092452837,1.363526734792454,beneficial,detrimental_or_neutral
0.7,-0.6,0.05,1.3038404810405297,0.8352772252477728,1.4199712829212137,beneficial,detrimental_or_neutral
0.8,-0.6,0.05,1.3416407864998738,0.8197065609054319,1.4754718096297774,beneficial,detrimental_or_neutral
0.9,-0.6,0.05,1.378404875209022,0.8053121151982146,1.5300930188766075,beneficial,detrimental_or_neutral
1.0,-0.6,0.05,1.4142135623730951,0.7919460864473296,1.5838921728946591,beneficial,detrimental_or_neutral
1.1,-0.6,0.05,1.449137674618944,0.7794858380408201,1.6369202598857222,beneficial,detrimental_or_neutral
1.2,-0.6,0.05,1.4832396974191326,0.7678286064387944,1.6892229341653477,beneficial,detrimental_or_neutral
1.3,-0.6,0.05,1.51657508881031,0.7568875134608071,1.7408412809598561,beneficial,detrimental_or_neutral
1.4,-0.6,0.05,1.5491933384829668,0.7465885185145136,1.7918124444348325,beneficial,detrimental_or_neutral
1.5,-0.6,0.05,1.5811388300841898,0.7368680591444027,1.8421701478610066,beneficial,detrimental_or_neutral
1.6,-0.6,0.05,1.61245154965971,0.7276712030188177,1.891945127848926,beneficial,detrimental_or_neutral
1.7,-0.6,0.05,1.6431676725154984,0.7189501849944178,1.9411654994849281,beneficial,detrimental_or_neutral
1.8,-0.6,0.05,1.6733200530681511,0.7106632376518567,1.9898570654251986,beneficial,detrimental_or_neutral
1.9,-0.6,0.05,1.70293863659264,0.7027736479915951,2.0380435791756257,beneficial,detrimental_or_neutral
2.0,-0.6,0.05,1.7320508075688772,0.6952489902140356,2.085746970642107,beneficial,detrimental_or_neutral
0.0,-0.4,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,-0.4,0.05,1.0488088481701516,0.9766588662002359,1.0743247528202595,beneficial,detrimental_or_neutral
0.2,-0.4,0.05,1.0954451150103321,0.9561575664692721,1.1473890797631265,beneficial,detrimental_or_neutral
0.3,-0.4,0.05,1.140175425099138,0.9379314637464252,1.2193109028703528,beneficial,detrimental_or_neutral
0.4,-0.4,0.05,1.1832159566199232,0.9215638779177778,1.290189429084889,beneficial,detrimental_or_neutral
0.5,-0.4,0.05,1.224744871391589,0.9067394462903656,1.3601091694355485,beneficial,detrimental_or_neutral
0.6,-0.4,0.05,1.2649110640673518,0.8932143121096706,1.4291428993754731,beneficial,detrimental_or_neutral
0.7,-0.4,0.05,1.3038404810405297,0.8807964025836248,1.497353884392162,beneficial,detrimental_or_neutral
0.8,-0.4,0.05,1.3416407864998738,0.8693319908848177,1.564797583592672,beneficial,detrimental_or_neutral
0.9,-0.4,0.05,1.378404875209022,0.8586963024081694,1.6315229745755218,beneficial,detrimental_or_neutral
1.0,-0.4,0.05,1.4142135623730951,0.848786799213721,1.697573598427442,beneficial,detrimental_or_neutral
1.1,-0.4,0.05,1.449137674618944,0.8395182830685494,1.7629883944439537,beneficial,detrimental_or_neutral
1.2,-0.4,0.05,1.4832396974191326,0.8308192611388887,1.8278023745055554,beneficial,detrimental_or_neutral
1.3,-0.4,0.05,1.51657508881031,0.8226292058861129,1.8920471735380595,beneficial,detrimental_or_neutral
1.4,-0.4,0.05,1.5491933384829668,0.814896459600397,1.9557515030409527,beneficial,detrimental_or_neutral
1.5,-0.4,0.05,1.5811388300841898,0.8075766111798169,2.018941527949542,beneficial,detrimental_or_neutral
1.6,-0.4,0.05,1.61245154965971,0.8006312239400676,2.0816411822441756,beneficial,detrimental_or_neutral
1.7,-0.4,0.05,1.6431676725154984,0.7940268278390229,2.143872435165362,beneficial,detrimental_or_neutral
1.8,-0.4,0.05,1.6733200530681511,0.7877341133057928,2.2056555172562198,beneficial,detrimental_or_neutral
1.9,-0.4,0.05,1.70293863659264,0.7817272805080832,2.267009113473441,beneficial,detrimental_or_neutral
2.0,-0.4,0.05,1.7320508075688772,0.7759835097015564,2.327950529104669,beneficial,detrimental_or_neutral
0.0,-0.2,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,-0.2,0.05,1.0488088481701516,0.986011920677183,1.0846131127449015,beneficial,detrimental_or_neutral
0.2,-0.2,0.05,1.0954451150103321,0.9737502691905634,1.1685003230286761,beneficial,detrimental_or_neutral
0.3,-0.2,0.05,1.140175425099138,0.9628650879672989,1.2517246143574885,beneficial,detrimental_or_neutral
0.4,-0.2,0.05,1.1832159566199232,0.9530995119408097,1.3343393167171334,beneficial,detrimental_or_neutral
0.5,-0.2,0.05,1.224744871391589,0.944260092445681,1.4163901386685214,beneficial,detrimental_or_neutral
0.6,-0.2,0.05,1.2649110640673518,0.9361979191162595,1.4979166705860152,beneficial,detrimental_or_neutral
0.7,-0.2,0.05,1.3038404810405297,0.9287961880848891,1.5789535197443114,beneficial,detrimental_or_neutral
0.8,-0.2,0.05,1.3416407864998738,0.9219617682954584,1.659531182931825,beneficial,detrimental_or_neutral
0.9,-0.2,0.05,1.378404875209022,0.915619330510101,1.7396767279691918,beneficial,detrimental_or_neutral
1.0,-0.2,0.05,1.4142135623730951,0.9097071667483873,1.8194143334967745,beneficial,detrimental_or_neutral
1.1,-0.2,0.05,1.449137674618944,0.9041741532826367,1.8987657218935372,beneficial,detrimental_or_neutral
1.2,-0.2,0.05,1.4832396974191326,0.8989775047335272,1.97775051041376,beneficial,detrimental_or_neutral
1.3,-0.2,0.05,1.51657508881031,0.8940810864781936,2.0563864988998453,beneficial,detrimental_or_neutral
1.4,-0.2,0.05,1.5491933384829668,0.8894541282131335,2.1346899077115205,beneficial,detrimental_or_neutral
1.5,-0.2,0.05,1.5811388300841898,0.8850702304588164,2.212675576147041,beneficial,detrimental_or_neutral
1.6,-0.2,0.05,1.61245154965971,0.8809065881520037,2.29035712919521,beneficial,detrimental_or_neutral
1.7,-0.2,0.05,1.6431676725154984,0.8769433772841946,2.3677471186673253,beneficial,detrimental_or_neutral
1.8,-0.2,0.05,1.6733200530681511,0.8731632655095205,2.444857143426657,beneficial,detrimental_or_neutral
1.9,-0.2,0.05,1.70293863659264,0.8695510180795393,2.5216979524306637,beneficial,detrimental_or_neutral
2.0,-0.2,0.05,1.7320508075688772,0.8660931778460701,2.5982795335382103,beneficial,detrimental_or_neutral
0.0,0.0,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,0.0,0.05,1.0488088481701516,0.9954545454545455,1.0950000000000002,beneficial,detrimental_or_neutral
0.2,0.0,0.05,1.0954451150103321,0.9916666666666667,1.19,beneficial,detrimental_or_neutral
0.3,0.0,0.05,1.140175425099138,0.9884615384615385,1.2850000000000001,beneficial,detrimental_or_neutral
0.4,0.0,0.05,1.1832159566199232,0.9857142857142858,1.38,beneficial,detrimental_or_neutral
0.5,0.0,0.05,1.224744871391589,0.9833333333333333,1.4749999999999999,beneficial,detrimental_or_neutral
0.6,0.0,0.05,1.2649110640673518,0.98125,1.57,beneficial,detrimental_or_neutral
0.7,0.0,0.05,1.3038404810405297,0.9794117647058823,1.6649999999999998,beneficial,detrimental_or_neutral
0.8,0.0,0.05,1.3416407864998738,0.9777777777777777,1.76,beneficial,detrimental_or_neutral
0.9,0.0,0.05,1.378404875209022,0.9763157894736842,1.855,beneficial,detrimental_or_neutral
1.0,0.0,0.05,1.4142135623730951,0.975,1.95,beneficial,detrimental_or_neutral
1.1,0.0,0.05,1.449137674618944,0.9738095238095238,2.045,beneficial,detrimental_or_neutral
1.2,0.0,0.05,1.4832396974191326,0.9727272727272728,2.14,beneficial,detrimental_or_neutral
1.3,0.0,0.05,1.51657508881031,0.9717391304347827,2.235,beneficial,detrimental_or_neutral
1.4,0.0,0.05,1.5491933384829668,0.9708333333333333,2.33,beneficial,detrimental_or_neutral
1.5,0.0,0.05,1.5811388300841898,0.97,2.425,beneficial,detrimental_or_neutral
1.6,0.0,0.05,1.61245154965971,0.9692307692307692,2.52,beneficial,detrimental_or_neutral
1.7,0.0,0.05,1.6431676725154984,0.9685185185185186,2.615,beneficial,detrimental_or_neutral
1.8,0.0,0.05,1.6733200530681511,0.9678571428571429,2.71,beneficial,detrimental_or_neutral
1.9,0.0,0.05,1.70293863659264,0.9672413793103448,2.8049999999999997,beneficial,detrimental_or_neutral
2.0,0.0,0.05,1.7320508075688772,0.9666666666666667,2.9,beneficial,detrimental_or_neutral
0.0,0.2,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,0.2,0.05,1.0488088481701516,1.0049875983097194,1.1054863581406915,detrimental_or_neutral,detrimental_or_neutral
0.2,0.2,0.05,1.0954451150103321,1.0099127146791325,1.2118952576149589,detrimental_or_neutral,detrimental_or_neutral
0.3,0.2,0.05,1.140175425099138,1.014738435558414,1.3191599662259381,detrimental_or_neutral,detrimental_or_neutral
0.4,0.2,0.05,1.1832159566199232,1.019445127070389,1.4272231778985445,detrimental_or_neutral,detrimental_or_neutral
0.5,0.2,0.05,1.224744871391589,1.0240234149258705,1.5360351223888058,detrimental_or_neutral,detrimental_or_neutral
0.6,0.2,0.05,1.2649110640673518,1.0284700946664147,1.6455521514662637,detrimental_or_neutral,detrimental_or_neutral
0.7,0.2,0.05,1.3038404810405297,1.0327856823165797,1.7557356599381855,detrimental_or_neutral,detrimental_or_neutral
0.8,0.2,0.05,1.3416407864998738,1.0369729153559293,1.8665512476406727,detrimental_or_neutral,detrimental_or_neutral
0.9,0.2,0.05,1.378404875209022,1.0410358202514027,1.977968058477665,detrimental_or_neutral,detrimental_or_neutral
1.0,0.2,0.05,1.4142135623730951,1.0449791259728858,2.0899582519457716,detrimental_or_neutral,detrimental_or_neutral
1.1,0.2,0.05,1.449137674618944,1.0488078930582965,2.2024965754224226,detrimental_or_neutral,detrimental_or_neutral
1.2,0.2,0.05,1.4832396974191326,1.0525272791869336,2.315560014211254,detrimental_or_neutral,detrimental_or_neutral
1.3,0.2,0.05,1.51657508881031,1.0561423923390176,2.4291275023797403,detrimental_or_neutral,detrimental_or_neutral
1.4,0.2,0.05,1.5491933384829668,1.0596582007040416,2.5431796816896997,detrimental_or_neutral,detrimental_or_neutral
1.5,0.2,0.05,1.5811388300841898,1.0630794795936607,2.657698698984152,detrimental_or_neutral,detrimental_or_neutral
1.6,0.2,0.05,1.61245154965971,1.0664107825489098,2.7726680346271655,detrimental_or_neutral,detrimental_or_neutral
1.7,0.2,0.05,1.6431676725154984,1.0696564282385994,2.8880723562442188,detrimental_or_neutral,detrimental_or_neutral
1.8,0.2,0.05,1.6733200530681511,1.0728204975881204,3.0038973932467368,detrimental_or_neutral,detrimental_or_neutral
1.9,0.2,0.05,1.70293863659264,1.0759068374348124,3.1201298285609558,detrimental_or_neutral,detrimental_or_neutral
2.0,0.2,0.05,1.7320508075688772,1.0789190682327743,3.236757204698323,detrimental_or_neutral,detrimental_or_neutral
0.0,0.4,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,0.4,0.05,1.0488088481701516,1.0146119452346773,1.1160731397581451,detrimental_or_neutral,detrimental_or_neutral
0.2,0.4,0.05,1.0954451150103321,1.0284944785921761,1.2341933743106113,detrimental_or_neutral,detrimental_or_neutral
0.3,0.4,0.05,1.140175425099138,1.0417138679995321,1.354228028399392,detrimental_or_neutral,detrimental_or_neutral
0.4,0.4,0.05,1.1832159566199232,1.054330227500425,1.4760623185005948,detrimental_or_neutral,detrimental_or_neutral
0.5,0.4,0.05,1.224744871391589,1.0663972416777368,1.5995958625166051,detrimental_or_neutral,detrimental_or_neutral
0.6,0.4,0.05,1.2649110640673518,1.077962533119128,1.724740052990605,detrimental_or_neutral,detrimental_or_neutral
0.7,0.4,0.05,1.3038404810405297,1.089068259169255,1.8514160405877336,detrimental_or_neutral,detrimental_or_neutral
0.8,0.4,0.05,1.3416407864998738,1.0997517550722704,1.9795531591300868,detrimental_or_neutral,detrimental_or_neutral
0.9,0.4,0.05,1.378404875209022,1.1100461456541086,2.1090876767428064,detrimental_or_neutral,detrimental_or_neutral
1.0,0.4,0.05,1.4142135623730951,1.1199808961221092,2.2399617922442183,detrimental_or_neutral,detrimental_or_neutral
1.1,0.4,0.05,1.449137674618944,1.1295822947368725,2.3721228189474326,detrimental_or_neutral,detrimental_or_neutral
1.2,0.4,0.05,1.4832396974191326,1.1388738698840317,2.50552251374487,detrimental_or_neutral,detrimental_or_neutral
1.3,0.4,0.05,1.51657508881031,1.147876747946238,2.6401165202763472,detrimental_or_neutral,detrimental_or_neutral
1.4,0.4,0.05,1.5491933384829668,1.1566099594705515,2.7758639027293235,detrimental_or_neutral,detrimental_or_neutral
1.5,0.4,0.05,1.5811388300841898,1.1650907009619884,2.912726752404971,detrimental_or_neutral,detrimental_or_neutral
1.6,0.4,0.05,1.61245154965971,1.173334558950438,3.050669853271139,detrimental_or_neutral,detrimental_or_neutral
1.7,0.4,0.05,1.6431676725154984,1.1813557021318646,3.1896603957560345,detrimental_or_neutral,detrimental_or_neutral
1.8,0.4,0.05,1.6733200530681511,1.189167046541189,3.329667730315329,detrimental_or_neutral,detrimental_or_neutral
1.9,0.4,0.05,1.70293863659264,1.196780397944043,3.4706631540377244,detrimental_or_neutral,detrimental_or_neutral
2.0,0.4,0.05,1.7320508075688772,1.2042065749616668,3.6126197248850005,detrimental_or_neutral,detrimental_or_neutral
0.0,0.6,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,0.6,0.05,1.0488088481701516,1.0243284605146357,1.1267613065660993,detrimental_or_neutral,detrimental_or_neutral
0.2,0.6,0.05,1.0954451150103321,1.047418135368931,1.256901762442717,detrimental_or_neutral,detrimental_or_neutral
0.3,0.6,0.05,1.140175425099138,1.0694064053909371,1.3902283270082183,detrimental_or_neutral,detrimental_or_neutral
0.4,0.6,0.05,1.1832159566199232,1.0904090853968496,1.5265727195555894,detrimental_or_neutral,detrimental_or_neutral
0.5,0.6,0.05,1.224744871391589,1.1105244865325745,1.6657867297988618,detrimental_or_neutral,detrimental_or_neutral
0.6,0.6,0.05,1.2649110640673518,1.129836665970831,1.8077386655533296,detrimental_or_neutral,detrimental_or_neutral
0.7,0.6,0.05,1.3038404810405297,1.1484180052434014,1.9523106089137823,detrimental_or_neutral,detrimental_or_neutral
0.8,0.6,0.05,1.3416407864998738,1.1663312559802081,2.0993962607643746,detrimental_or_neutral,detrimental_or_neutral
0.9,0.6,0.05,1.378404875209022,1.1836311695633817,2.248899222170425,detrimental_or_neutral,detrimental_or_neutral
1.0,0.6,0.05,1.4142135623730951,1.2003658030112934,2.4007316060225867,detrimental_or_neutral,detrimental_or_neutral
1.1,0.6,0.05,1.449137674618944,1.216577572526046,2.5548129023046964,detrimental_or_neutral,detrimental_or_neutral
1.2,0.6,0.05,1.4832396974191326,1.2323041095016327,2.7110690409035922,detrimental_or_neutral,detrimental_or_neutral
1.3,0.6,0.05,1.51657508881031,1.2475789609746863,2.8694316102417785,detrimental_or_neutral,detrimental_or_neutral
1.4,0.6,0.05,1.5491933384829668,1.2624321667662892,3.029837200239094,detrimental_or_neutral,detrimental_or_neutral
1.5,0.6,0.05,1.5811388300841898,1.2768907382042103,3.192226845510526,detrimental_or_neutral,detrimental_or_neutral
1.6,0.6,0.05,1.61245154965971,1.2909790577481124,3.3565455501450923,detrimental_or_neutral,detrimental_or_neutral
1.7,0.6,0.05,1.6431676725154984,1.3047192146151116,3.522741879460802,detrimental_or_neutral,detrimental_or_neutral
1.8,0.6,0.05,1.6733200530681511,1.3181312882804421,3.6907676071852378,detrimental_or_neutral,detrimental_or_neutral
1.9,0.6,0.05,1.70293863659264,1.3312335892557075,3.8605774088415514,detrimental_or_neutral,detrimental_or_neutral
2.0,0.6,0.05,1.7320508075688772,1.3440428646387124,4.032128593916137,detrimental_or_neutral,detrimental_or_neutral
0.0,0.8,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,0.8,0.05,1.0488088481701516,1.0341380268074751,1.1375518294882228,detrimental_or_neutral,detrimental_or_neutral
0.2,0.8,0.05,1.0954451150103321,1.0666899756247987,1.2800279707497584,detrimental_or_neutral,detrimental_or_neutral
0.3,0.8,0.05,1.140175425099138,1.097835110986234,1.4271856442821045,detrimental_or_neutral,detrimental_or_neutral
0.4,0.8,0.05,1.1832159566199232,1.127722550775027,1.5788115710850377,detrimental_or_neutral,detrimental_or_neutral
0.5,0.8,0.05,1.224744871391589,1.1564777054825957,1.7347165582238935,detrimental_or_neutral,detrimental_or_neutral
0.6,0.8,0.05,1.2649110640673518,1.184207106046988,1.894731369675181,detrimental_or_neutral,detrimental_or_neutral
0.7,0.8,0.05,1.3038404810405297,1.211002068661212,2.0587035167240604,detrimental_or_neutral,detrimental_or_neutral
0.8,0.8,0.05,1.3416407864998738,1.2369415119387333,2.2264947214897197,detrimental_or_neutral,detrimental_or_neutral
0.9,0.8,0.05,1.378404875209022,1.262094149010744,2.3979788831204134,detrimental_or_neutral,detrimental_or_neutral
1.0,0.8,0.05,1.4142135623730951,1.286520213003572,2.573040426007144,detrimental_or_neutral,detrimental_or_neutral
1.1,0.8,0.05,1.449137674618944,1.3102728299385529,2.751572942870961,detrimental_or_neutral,detrimental_or_neutral
1.2,0.8,0.05,1.4832396974191326,1.3333991221075638,2.933478068636641,detrimental_or_neutral,detrimental_or_neutral
1.3,0.8,0.05,1.51657508881031,1.355941103129285,3.1186645371973554,detrimental_or_neutral,detrimental_or_neutral
1.4,0.8,0.05,1.5491933384829668,1.3779364103139613,3.307047384753507,detrimental_or_neutral,detrimental_or_neutral
1.5,0.8,0.05,1.5811388300841898,1.3994189087299973,3.498547271824993,detrimental_or_neutral,detrimental_or_neutral
1.6,0.8,0.05,1.61245154965971,1.4204191931711465,3.693089902244981,detrimental_or_neutral,detrimental_or_neutral
1.7,0.8,0.05,1.6431676725154984,1.4409650081799505,3.890605522085867,detrimental_or_neutral,detrimental_or_neutral
1.8,0.8,0.05,1.6733200530681511,1.4610816017795512,4.091028484982743,detrimental_or_neutral,detrimental_or_neutral
1.9,0.8,0.05,1.70293863659264,1.4807920251761126,4.294296873010727,detrimental_or_neutral,detrimental_or_neutral
2.0,0.8,0.05,1.7320508075688772,1.5001173881181809,4.500352164354543,detrimental_or_neutral,detrimental_or_neutral
0.0,1.0,0.05,1.0,1.0,1.0,detrimental_or_neutral,detrimental_or_neutral
0.1,1.0,0.05,1.0488088481701516,1.0440415352239236,1.1484456887463161,detrimental_or_neutral,detrimental_or_neutral
0.2,1.0,0.05,1.0954451150103321,1.0863164057185795,1.3035796868622953,detrimental_or_neutral,detrimental_or_neutral
0.3,1.0,0.05,1.140175425099138,1.1270195548095328,1.4651254212523925,detrimental_or_neutral,detrimental_or_neutral
0.4,1.0,0.05,1.1832159566199232,1.166312871525353,1.6328380201354942,detrimental_or_neutral,detrimental_or_neutral
0.5,1.0,0.05,1.224744871391589,1.2043324568683957,1.8064986853025937,detrimental_or_neutral,detrimental_or_neutral
0.6,1.0,0.05,1.2649110640673518,1.2411939816160888,1.9859103705857422,detrimental_or_neutral,detrimental_or_neutral
0.7,1.0,0.05,1.3038404810405297,1.2769967064308718,2.170894400932482,detrimental_or_neutral,detrimental_or_neutral
0.8,1.0,0.05,1.3416407864998738,1.3118265467998766,2.361287784239778,detrimental_or_neutral,detrimental_or_neutral
0.9,1.0,0.05,1.378404875209022,1.3457584439540717,2.556941043512736,detrimental_or_neutral,detrimental_or_neutral
1.0,1.0,0.05,1.4142135623730951,1.3788582233137678,2.7577164466275357,detrimental_or_neutral,detrimental_or_neutral
1.1,1.0,0.05,1.449137674618944,1.4111840688551145,2.9634865445957406,detrimental_or_neutral,detrimental_or_neutral
1.2,1.0,0.05,1.4832396974191326,1.4427877056713383,3.1741329524769446,detrimental_or_neutral,detrimental_or_neutral
1.3,1.0,0.05,1.51657508881031,1.4737153580395839,3.3895453234910424,detrimental_or_neutral,detrimental_or_neutral
1.4,1.0,0.05,1.5491933384829668,1.5040085327772137,3.6096204786653128,detrimental_or_neutral,detrimental_or_neutral
1.5,1.0,0.05,1.5811388300841898,1.533704665181664,3.8342616629541597,detrimental_or_neutral,detrimental_or_neutral
1.6,1.0,0.05,1.61245154965971,1.5628376558240267,4.063377905142469,detrimental_or_neutral,detrimental_or_neutral
1.7,1.0,0.05,1.6431676725154984,1.5914383198622328,4.296883463628029,detrimental_or_neutral,detrimental_or_neutral
1.8,1.0,0.05,1.6733200530681511,1.6195347656481034,4.534697343814689,detrimental_or_neutral,detrimental_or_neutral
1.9,1.0,0.05,1.70293863659264,1.6471527157387431,4.776742875642355,detrimental_or_neutral,detrimental_or_neutral
2.0,1.0,0.05,1.7320508075688772,1.6743157806499147,5.022947341949744,detrimental_or_neutral,detrimental_or_neutral
