damping_gain,grid_points,force_beneficial_percent,total_displacement_beneficial_percent,mixed_force_benefit_displacement_penalty_percent
0.0,441,68.02721088435374,23.582766439909296,44.44444444444444
0.05,441,72.56235827664399,27.210884353741495,45.35147392290249
0.1,441,72.56235827664399,27.210884353741495,45.35147392290249
0.15,441,76.19047619047619,30.839002267573697,45.35147392290249
